#,Ticker,Company Name,Market Cap,Close,Previous Close,Change,% Change,Volume,Avg Volume,Relative Volume,Avg Dollar Volume,ADR %,Relative Measured Volatility,21 EMA,50 EMA,150 EMA,200 EMA,200 EMA 1M,52 Week Low,52 Week High,Sector,Industry,Exchange,Pocket Pivot,RS New High,Tight Range,Inside Day,Think 40,Episodic Pivot,RS Score,RS STS %,RS Rating,RS Rating 3M,RS Rating 6M,RS Rating 1Y,AS Rating 1M,AS Rating 3M,AS Rating 6M,AS Rating 1Y,Sector Rank,Industry Rank,Industry Rank By AS
2309,VKI,Invesco Advantage Municipal Income Trust II,370346048,8.34,8.33,0.01,0.12,119600,132844,0.89,1095502,0.88,23.08,8.31,8.28,8.33,8.32,8.33,7.89,9.42,Financial Services,Asset Management,ASE,0,0,1,1,0,0,1,24,44,58,57,71,53,40,54,39,7,79,82
2310,EGP,"EastGroup Properties, Inc.",8619435008,164.13,168.08,-3.95,-2.35,474300,345086,1.03,57959758,2.01,86.76,167.86,167.78,168.12,168.32,168.34,137.67,192.61,Real Estate,REIT - Industrial,NYQ,0,0,1,1,0,0,1,5,44,49,22,53,19,43,62,31,13,116,126
2311,RAAQ,Real Asset Acquisition Corp.,233910000,10.17,10.15,0.02,0.2,44700,129303,0.27,1312330,0.25,11.11,10.16,0.0,0.0,0.0,0.0,10.03,10.29,Financial Services,Shell Companies,NGM,0,0,0,1,0,0,1,33,44,68,47,38,32,35,54,52,7,94,119
2312,COPL,Copley Acquisition Corp,233115360,10.06,10.06,0.0,0.0,4500,145563,0.03,1458703,0.11,14.29,10.05,0.0,0.0,0.0,0.0,9.98,10.11,Financial Services,Shell Companies,NYQ,0,0,0,1,0,0,1,29,44,68,47,38,45,33,52,50,7,94,119
2313,PRVA,"Privia Health Group, Inc.",2516428800,20.64,20.89,-0.25,-1.2,1095700,897394,0.97,20414386,3.28,36.32,21.73,22.4,22.37,22.14,22.24,16.47,26.09,Healthcare,Health Information Services,NMS,0,0,0,0,0,0,1,10,44,93,73,12,7,6,41,67,9,61,106
2314,ODC,Oil-Dri Corporation of America,871119232,59.51,59.68,-0.17,-0.28,49000,57292,0.68,3168497,3.03,1.76,57.78,54.13,47.36,45.38,42.47,30.94,60.7,Basic Materials,Specialty Chemicals,NYQ,0,0,0,1,0,0,1,71,44,68,47,22,38,26,46,51,5,110,45
2315,CPAY,"Corpay, Inc.",22530394112,319.61,326.39,-6.78,-2.08,384100,492984,0.62,163881232,2.58,16.42,329.88,331.3,334.43,332.1,332.87,265.06,400.81,Technology,Software - Infrastructure,NYQ,0,0,0,0,0,0,1,5,44,51,74,38,27,39,27,64,1,44,86
2316,BC,Brunswick Corporation,3837881088,58.43,59.56,-1.13,-1.9,706800,909630,0.54,49347422,3.16,21.38,57.73,55.53,58.73,61.1,61.86,41.0,87.65,Consumer Cyclical,Recreational Vehicles,NYQ,1,0,0,1,1,0,1,62,44,10,9,19,66,80,29,18,8,106,57
2317,AENT,Alliance Entertainment Holding Corporation,270273856,5.31,5.35,-0.04,-0.82,24800,36622,0.48,137630,8.76,40.32,4.56,3.93,3.84,3.77,3.64,1.1,11.57,Communication Services,Entertainment,NCM,0,0,0,1,0,1,1,71,44,45,59,47,49,34,26,51,2,28,60
2318,HQH,Abrdn Healthcare Investors,840250368,15.6,15.78,-0.18,-1.14,264200,216672,1.22,3341498,1.63,93.1,15.66,15.55,15.66,15.64,15.65,13.77,19.79,Financial Services,Asset Management,NYQ,1,0,0,0,1,0,1,10,44,49,57,74,32,45,40,38,7,79,82
2319,TOL,"Toll Brothers, Inc.",11171034112,113.78,119.34,-5.56,-4.66,2261500,1783898,1.26,195420517,3.24,80.06,115.03,111.18,114.66,116.24,116.57,86.67,169.52,Consumer Cyclical,Residential Construction,NYQ,1,0,0,0,1,0,1,29,44,20,37,84,69,68,27,32,8,140,21
2320,FORTY,Formula Systems (1985) Ltd.,1895505024,123.63,133.45,-9.82,-7.36,700,306,2.17,33334,0.43,0.0,123.53,112.9,98.91,95.28,89.08,69.28,134.96,Technology,Information Technology Services,NMS,0,0,0,1,0,1,1,52,44,68,47,38,38,26,53,51,1,82,91
2321,KEN,Kenon Holdings Ltd.,2335807488,44.79,44.53,0.26,0.58,20200,20370,0.89,759285,1.69,25.02,41.73,38.2,33.76,32.45,30.44,23.31,46.03,Utilities,Utilities - Independent Power Producers,NYQ,1,1,0,0,1,0,1,86,44,68,47,38,38,34,46,51,6,4,102
2322,ANGI,Angi Inc.,770191296,16.05,16.06,-0.01,-0.06,767700,1266888,0.6,19654693,3.8,10.58,16.01,15.68,16.66,17.47,17.83,10.88,29.2,Communication Services,Internet Content & Information,NMS,0,0,0,1,0,0,1,57,44,14,5,12,62,77,57,21,2,38,55
2323,SLSR,Solaris Resources Inc.,855899200,5.2,5.35,-0.15,-2.8,36800,48494,0.56,231504,4.75,24.4,4.99,4.59,3.93,3.77,3.51,1.9,5.88,Basic Materials,Other Precious Metals & Mining,ASE,0,0,0,1,0,1,1,71,44,68,47,8,38,34,53,51,5,3,36
2324,ACRE,Ares Commercial Real Estate Corporation,255775120,4.65,4.72,-0.07,-1.48,541800,485556,1.0,2255065,3.03,46.67,4.74,4.64,4.85,5.04,5.1,3.35,7.99,Real Estate,REIT - Mortgage,NYQ,0,0,0,1,0,0,1,5,44,10,13,19,22,79,28,16,13,70,78
2325,CHH,"Choice Hotels International, Inc.",6101547520,131.5,133.57,-2.07,-1.55,357400,455496,0.66,58119459,2.12,32.94,129.94,128.91,131.18,131.14,131.68,116.2,157.86,Consumer Cyclical,Lodging,NYQ,1,0,0,1,1,0,1,76,44,51,73,47,69,40,29,57,8,39,29
2326,LRMR,"Larimar Therapeutics, Inc.",202328176,3.16,3.45,-0.29,-8.41,853400,1247168,0.68,3235472,9.27,50.83,3.08,2.8,3.4,3.8,3.96,1.61,11.2,Healthcare,Biotechnology,NGM,0,0,0,1,1,0,1,62,44,1,2,99,80,94,27,1,9,62,67
2327,DOYU,DouYu International Holdings Limited,253351872,8.4,7.87,0.53,6.67,162700,52068,3.12,365276,3.97,100.0,7.1,6.92,6.26,5.86,5.62,5.68,20.17,Communication Services,Internet Content & Information,NMS,1,0,0,1,1,1,1,100,44,74,55,47,38,26,53,53,2,38,55
2328,MBI,MBIA Inc.,224656000,4.46,4.48,-0.02,-0.45,257800,221962,1.16,986432,3.28,47.37,4.4,4.49,4.89,4.96,5.09,3.22,7.46,Financial Services,Insurance - Specialty,NYQ,1,0,0,1,0,0,1,71,44,24,88,70,64,45,9,28,7,112,142
2329,OPOF,Old Point Financial Corporation,204609616,40.08,40.66,-0.58,-1.43,16500,29250,0.56,1168078,1.82,11.58,40.15,39.08,33.46,31.25,29.27,15.13,41.33,Financial Services,Banks - Regional,NCM,0,0,1,1,0,0,1,10,44,74,47,21,38,26,53,53,7,52,61
2330,GLPI,"Gaming and Leisure Properties, Inc.",13002349568,47.31,48.07,-0.76,-1.58,1464700,1561724,0.94,72397816,1.63,64.2,47.24,46.95,46.98,46.79,46.7,44.48,52.6,Real Estate,REIT - Specialty,NMS,1,0,1,1,0,0,1,24,44,79,39,55,56,19,62,55,13,84,85
2331,FRO,Frontline plc,4065096192,18.26,18.59,-0.33,-1.78,1132000,2963504,0.35,53650436,3.09,1.18,18.06,17.72,17.49,17.7,17.62,12.4,25.68,Energy,Oil & Gas Midstream,NYQ,0,0,0,0,0,0,1,48,44,22,9,79,9,69,53,22,12,86,140
2332,FWRG,"First Watch Restaurant Group, Inc.",1010047360,16.56,17.11,-0.55,-3.21,600100,974370,0.59,15713413,4.46,37.12,16.79,16.72,17.44,17.64,17.87,12.9,22.71,Consumer Cyclical,Restaurants,NMS,0,0,0,0,0,0,1,48,44,74,78,9,81,11,24,55,8,85,105
2333,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",5444134400,112.2,112.5,-0.3,-0.27,43800,76064,0.57,7667511,2.27,26.15,107.66,101.28,87.91,84.47,79.49,59.08,116.26,Industrials,Airports & Air Services,NMS,1,1,0,1,1,0,1,90,44,68,47,24,38,26,53,51,4,58,88
2334,SOUL,Soulpower Acquisition Corporation,341230656,10.05,10.05,0.0,0.0,3400,116271,0.03,1157846,0.19,0.0,10.03,0.0,0.0,0.0,0.0,9.69,10.18,Financial Services,Shell Companies,NYQ,0,0,0,1,0,0,1,29,44,68,47,38,47,35,54,52,7,94,119
2335,AAPG,N/A,3367083520,36.76,36.2,0.56,1.55,12500,13754,0.86,425413,3.99,39.41,37.38,32.65,0.0,0.0,0.0,16.5,43.58,Healthcare,Biotechnology,NGM,0,0,0,0,0,1,1,24,44,68,47,38,38,34,53,51,9,62,67
2336,WTW,Willis Towers Watson Public Limited Company,30180208640,304.39,309.14,-4.75,-1.54,768400,625510,1.23,190900847,1.55,75.03,305.29,307.04,308.25,304.89,305.15,262.57,344.14,Financial Services,Insurance Brokers,NMS,0,0,1,0,0,0,1,5,44,86,78,62,58,11,38,69,7,138,131
2337,CWST,"Casella Waste Systems, Inc.",6984147456,110.05,111.96,-1.91,-1.71,232500,417576,0.56,48157678,2.29,53.39,113.59,114.42,111.86,110.19,109.32,91.01,121.24,Industrials,Waste Management,NMS,0,0,0,1,0,0,1,5,44,85,73,73,11,11,54,58,4,41,130
2338,INVX,"Innovex International, Inc.",1092622720,15.84,16.24,-0.4,-2.46,663100,413126,0.91,6369452,3.68,62.96,15.88,15.74,15.98,16.26,16.34,11.93,19.42,Energy,Oil & Gas Equipment & Services,NYQ,0,0,0,1,0,0,1,33,44,43,21,6,12,41,52,32,12,102,138
2339,FOA,Finance of America Companies Inc.,256022784,23.15,23.23,-0.08,-0.34,45300,89384,0.43,1981124,3.54,14.02,22.9,22.3,20.94,19.98,19.35,6.13,32.4,Financial Services,Credit Services,NYQ,0,0,0,0,1,0,1,57,44,74,57,4,38,26,22,54,7,23,76
2340,SIFY,Sify Technologies Limited,350175936,4.84,4.82,0.02,0.41,30300,47452,0.64,225478,4.56,20.0,4.69,4.63,4.36,4.45,4.42,1.86,5.71,Communication Services,Telecom Services,NCM,1,0,0,1,0,0,1,100,44,68,9,0,38,26,53,51,2,37,69
2341,SCCO,Southern Copper Corporation,78436835328,97.55,99.98,-2.43,-2.43,1747700,1407976,1.24,136004630,2.95,54.34,99.77,96.7,94.88,94.85,93.68,74.17,119.64,Basic Materials,Copper,NYQ,0,0,0,1,0,0,1,5,44,30,22,86,57,57,62,27,5,16,36
2342,HLNE,Hamilton Lane Incorporated,7803757568,145.72,150.31,-4.59,-3.05,509800,704716,0.43,106133885,2.57,64.75,147.24,148.99,151.13,149.84,151.07,123.98,203.72,Financial Services,Asset Management,NMS,0,0,1,1,0,0,1,43,44,68,59,89,67,40,64,59,7,79,82
2343,HALO,"Halozyme Therapeutics, Inc.",6974308352,56.6,57.65,-1.05,-1.82,1001200,2899870,0.31,159773309,2.22,33.73,55.08,55.5,55.8,55.11,55.28,42.01,70.51,Healthcare,Biotechnology,NMS,0,0,0,1,1,0,1,86,44,91,79,90,66,10,60,58,9,62,67
2344,TARS,"Tarsus Pharmaceuticals, Inc.",1704936320,40.58,41.53,-0.95,-2.29,538900,627936,0.84,26639637,3.89,35.04,40.92,42.52,44.0,43.12,43.69,20.08,57.28,Healthcare,Biotechnology,NMS,0,0,0,1,0,0,1,29,44,91,95,85,29,4,21,83,9,62,67
2345,SZZL,Sizzle Acquisition Corp. II,313917664,10.04,10.07,-0.03,-0.3,15300,139169,0.01,1385255,0.19,50.0,10.03,0.0,0.0,0.0,0.0,9.86,10.07,Financial Services,Shell Companies,NGM,0,0,0,1,0,0,1,29,44,68,47,38,47,35,54,52,7,94,119
2346,CURB,Curbline Properties Corp.,2366285312,22.49,22.83,-0.34,-1.49,421500,473086,0.89,10764078,2.04,60.42,22.66,22.77,22.77,0.0,0.0,18.8,25.69,Real Estate,REIT - Retail,NYQ,1,0,0,1,0,0,1,24,44,79,71,38,48,17,37,69,13,107,121
2347,PKG,Packaging Corporation of America,17967206400,199.68,203.39,-3.71,-1.82,517400,747902,0.44,143507795,1.86,21.53,197.84,194.63,198.12,198.03,198.5,172.72,250.82,Consumer Cyclical,Packaging & Containers,NYQ,0,0,0,1,1,0,1,57,44,46,81,70,69,42,23,62,8,71,42
2348,TH,Target Hospitality Corp.,774051072,7.79,7.85,-0.06,-0.76,195700,422606,0.41,3058426,2.85,9.21,7.5,7.27,7.58,7.84,7.94,4.0,11.1,Industrials,Specialty Business Services,NCM,0,0,1,0,1,0,1,81,44,24,69,8,86,64,17,26,4,78,64
2349,COE,51Talk Online Education Group,170393680,29.08,29.3,-0.22,-0.75,7100,15694,0.43,427444,8.03,27.45,29.06,26.18,21.51,20.12,17.86,11.84,34.74,Consumer Defensive,Education & Training Services,ASE,0,0,0,1,0,1,1,33,44,68,55,47,38,34,46,51,11,57,136
2350,DBA,Invesco DB Agriculture Fund,707112000,25.62,25.88,-0.26,-1.0,238900,277322,0.86,7412407,0.82,47.06,26.11,26.46,26.32,26.01,25.99,22.79,28.49,Exchange Traded Fund,Exchange Traded Fund,PCX,0,0,0,1,0,0,1,10,44,79,75,62,14,16,34,61,3,50,111
2351,PVLA,"Palvella Therapeutics, Inc.",306242912,27.7,27.55,0.15,0.54,76500,91550,0.83,2154141,6.08,15.5,24.74,24.0,21.62,20.66,19.96,7.21,29.27,Healthcare,Biotechnology,NCM,1,0,0,1,1,1,1,100,44,74,47,1,38,26,53,54,9,62,67
2352,MMU,Western Asset Managed Municipals Fund Inc.,544003264,9.96,9.96,0.0,0.0,138800,111760,1.22,1104266,0.8,20.16,9.95,9.91,9.92,9.9,9.88,9.46,11.0,Financial Services,Asset Management,NYQ,1,0,1,0,0,0,1,10,44,56,55,62,48,41,55,49,7,79,82
2353,WILC,G. Willi-Food International Ltd.,270704864,19.5,19.83,-0.33,-1.66,42400,13730,1.11,248862,2.51,100.0,18.4,17.26,15.62,14.99,14.23,9.04,20.32,Consumer Defensive,Food Distribution,NCM,1,1,0,1,1,1,1,90,44,68,47,19,38,26,46,51,11,31,63
2354,CPK,Chesapeake Utilities Corporation,2832179712,121.41,123.75,-2.34,-1.89,121100,126614,0.65,15428085,1.94,34.5,122.03,122.66,122.62,121.53,121.47,111.0,136.73,Utilities,Utilities - Regulated Gas,NYQ,0,0,1,1,0,0,1,10,44,89,68,56,55,9,60,63,6,40,89
2355,KFS,Kingsway Financial Services Inc.,401148704,14.11,14.38,-0.27,-1.88,59400,82090,0.61,1094042,5.62,9.24,14.25,12.83,10.48,10.02,9.05,7.06,16.8,Consumer Cyclical,Auto & Truck Dealerships,NYQ,0,0,0,0,0,0,1,24,44,53,33,38,38,34,53,51,8,46,58
2356,RAL,Ralliant Corporation,5446117888,48.2,47.36,0.84,1.77,2246000,4712386,0.47,224263594,6.29,19.81,0.0,0.0,0.0,0.0,0.0,43.75,55.08,N/A,N/A,NYQ,0,0,0,0,0,0,1,57,44,68,47,38,51,35,54,52,10,87,94
2357,ENJ,"Entergy Utility Group, Inc. 1ST MTG 5% 52",176479024,20.92,20.68,0.24,1.16,1500,1104,1.4,22436,0.58,100.0,20.54,20.44,20.61,20.66,20.7,19.86,24.59,N/A,N/A,NYQ,1,0,1,1,1,0,0,67,36,58,31,38,38,26,46,45,10,87,94
2358,BRK-B,Berkshire Hathaway Inc.,1012424900608,470.13,476.31,-6.18,-1.3,4471600,4969544,0.71,2469904341,1.26,32.32,483.07,492.18,488.68,481.49,481.24,406.11,542.07,Financial Services,Insurance - Diversified,NYQ,0,0,1,1,0,0,0,5,36,91,64,66,18,7,63,63,7,72,134
2359,ACU,Acme United Corporation,156176432,41.2,42.83,-1.63,-3.81,15300,22346,0.61,892610,3.17,58.27,41.61,40.44,39.54,39.35,38.93,32.85,50.0,Consumer Defensive,Household & Personal Products,ASE,0,0,0,0,1,0,0,52,36,68,18,38,38,26,46,45,11,95,113
2360,TEAF,Ecofin Sustainable and Social Impact Term Fund,163916864,12.15,12.15,-0.0,-0.0,31600,37254,0.85,437357,1.0,25.0,12.02,11.76,11.54,11.48,11.35,10.09,13.34,Financial Services,Asset Management,NYQ,0,0,1,1,0,0,0,43,36,46,47,38,38,26,46,45,7,79,82
2361,DYNX,Dynamix Corporation,169652000,10.22,10.22,0.0,0.0,19000,24880,0.69,252621,0.07,25.0,10.18,10.12,0.0,0.0,0.0,9.78,10.48,Financial Services,Shell Companies,NGM,1,0,1,0,1,0,0,33,36,68,47,38,38,26,46,45,7,94,119
2362,HNVR,"Hanover Bancorp, Inc.",159357360,22.05,22.59,-0.54,-2.41,8100,27176,0.28,604086,3.31,5.13,22.44,22.34,22.06,21.68,21.56,16.56,27.14,Financial Services,Banks - Regional,NMS,0,0,0,0,0,0,0,38,36,68,47,38,38,26,46,45,7,52,61
2363,HBCP,"Home Bancorp, Inc.",434458272,55.69,56.72,-1.03,-1.82,65900,53446,1.08,2749674,2.38,59.59,53.68,51.54,48.41,47.3,46.01,37.35,56.94,Financial Services,Banks - Regional,NMS,0,0,0,0,1,0,0,76,36,68,47,38,38,26,46,45,7,52,61
2364,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,426781728,20.78,20.81,-0.03,-0.14,53000,51942,1.0,1050324,0.65,35.29,20.57,20.26,19.81,19.6,19.39,18.2,21.73,Financial Services,Asset Management,NYQ,1,0,1,1,1,0,0,48,36,63,47,38,38,26,46,45,7,79,82
2365,NMAI,Nuveen Multi-Asset Income Fund,414143200,12.39,12.41,-0.02,-0.19,92300,89712,1.03,1109139,0.87,42.86,12.5,12.32,11.99,11.86,11.72,10.21,13.5,Financial Services,Asset Management,NYQ,0,0,1,1,0,0,0,5,36,63,47,38,38,26,46,45,7,79,82
2366,GCMG,GCM Grosvenor Inc.,2175283200,11.64,11.79,-0.15,-1.27,380800,500358,0.74,6014815,2.09,17.46,11.74,12.01,12.13,11.93,12.01,10.04,14.48,Financial Services,Asset Management,NGM,0,0,1,0,0,0,0,33,36,88,87,81,22,10,30,69,7,79,82
2367,ENTA,"Enanta Pharmaceuticals, Inc.",140871792,6.59,6.96,-0.37,-5.32,259500,155940,1.64,1063373,6.34,48.74,7.17,6.84,7.15,7.67,7.75,4.09,16.73,Healthcare,Biotechnology,NMS,0,0,0,1,0,0,0,10,36,8,0,55,4,82,87,3,9,62,67
2368,TAVI,Tavia Acquisition Corp.,163347408,10.26,10.26,-0.0,-0.05,500,5184,0.06,52878,0.06,16.67,10.25,10.2,0.0,0.0,0.0,9.89,10.72,Financial Services,Shell Companies,NGM,1,0,1,1,1,0,0,29,36,68,47,38,38,26,46,45,7,94,119
2369,CBNA,"Chain Bridge Bancorp, Inc.",169754288,25.87,26.59,-0.72,-2.71,4700,24180,0.19,633485,2.29,72.38,26.17,25.79,24.73,0.0,0.0,20.01,27.97,Financial Services,Banks - Regional,NYQ,0,0,0,1,0,0,0,33,36,68,47,38,38,26,46,45,7,52,61
2370,NWPX,"NWPX Infrastructure, Inc.",409939904,41.5,42.31,-0.81,-1.91,68900,57442,1.16,2310788,2.6,27.33,41.3,40.95,42.38,42.32,42.59,35.58,57.76,Basic Materials,Steel,NMS,0,0,0,0,0,0,0,48,36,68,47,38,38,18,25,45,5,67,41
2371,ISTR,Investar Holding Corporation,214223936,21.76,22.21,-0.45,-2.03,24500,30306,0.78,606062,2.9,17.12,20.78,19.77,19.06,18.82,18.46,15.39,24.8,Financial Services,Banks - Regional,NGM,0,0,0,1,0,1,0,62,36,41,47,38,38,26,46,45,7,52,61
2372,FRAF,Franklin Financial Services Corporation,171154128,38.39,39.0,-0.61,-1.56,44400,31124,1.42,1126339,2.41,31.73,37.04,36.81,35.38,34.57,34.21,27.78,40.76,Financial Services,Banks - Regional,NCM,0,0,0,1,0,0,0,86,36,68,47,38,38,26,46,45,7,52,61
2373,IBAC,IB Acquisition Corp.,164579664,10.45,10.45,-0.0,-0.0,1200,9644,0.12,100640,0.17,62.5,10.45,10.43,10.32,10.28,10.24,9.97,10.53,Financial Services,Shell Companies,NGM,0,0,1,1,0,0,0,29,36,68,47,38,38,26,46,45,7,94,119
2374,SPE,"Special Opportunities Fund, Inc.",164737104,15.5,15.5,0.0,0.0,29800,27412,1.08,415010,1.12,16.67,15.37,15.12,14.57,14.29,14.04,12.72,15.87,Financial Services,Asset Management,NYQ,0,0,1,1,0,0,0,24,36,68,47,38,38,26,46,45,7,79,82
2375,ERO,Ero Copper Corp.,1499439360,14.47,14.67,-0.2,-1.36,725400,599278,1.21,9010231,5.01,23.88,15.49,14.91,14.68,15.04,14.86,9.3,23.4,Basic Materials,Copper,NYQ,1,0,0,1,0,0,0,10,36,9,7,74,18,81,55,10,5,16,36
2376,BURL,"Burlington Stores, Inc.",15891538944,251.9,255.88,-3.98,-1.56,859600,1138678,0.51,275038671,2.43,43.55,243.7,241.66,246.03,245.46,246.8,212.92,298.89,Consumer Cyclical,Apparel Retail,NYQ,0,0,0,0,0,0,0,90,36,58,85,94,81,42,24,40,8,127,48
2377,WTM,"White Mountains Insurance Group, Ltd.",4614981120,1793.11,1830.85,-37.74,-2.06,25200,21814,1.13,39034630,1.41,42.92,1789.98,1790.89,1810.74,1807.89,1813.54,1666.22,2023.0,Financial Services,Insurance - Property & Casualty,NYQ,0,0,1,0,0,0,0,24,36,58,47,38,38,26,34,45,7,59,143
2378,NREF,"NexPoint Real Estate Finance, Inc.",312844128,13.75,13.96,-0.21,-1.5,48500,48302,1.0,683315,2.81,23.85,13.95,14.07,14.17,14.08,14.15,12.14,18.09,Real Estate,REIT - Mortgage,NYQ,0,0,0,0,0,1,0,10,36,51,47,38,14,26,38,45,13,70,78
2379,FSBW,"FS Bancorp, Inc.",312900544,40.65,42.5,-1.85,-4.35,13100,17230,0.67,684318,2.24,66.52,40.83,39.87,39.5,39.28,39.01,34.61,49.15,Financial Services,Banks - Regional,NCM,0,0,0,1,0,1,0,57,36,63,47,38,38,26,46,45,7,52,61
2380,TG,Tredegar Corporation,308008320,8.85,9.08,-0.23,-2.53,111500,74182,1.31,637083,2.93,33.33,8.89,8.58,7.96,7.73,7.47,4.87,9.43,Industrials,Metal Fabrication,NYQ,0,0,0,1,0,0,0,5,36,68,47,14,38,26,46,51,4,6,20
2381,RM,Regional Management Corp.,315277312,31.78,32.6,-0.82,-2.52,52800,49978,0.9,1444251,3.2,100.0,30.91,29.96,30.17,30.07,29.96,25.41,37.52,Financial Services,Credit Services,NYQ,0,0,0,0,1,0,0,62,36,68,47,38,38,26,46,45,7,23,76
2382,GSBC,"Great Southern Bancorp, Inc.",706540224,59.02,61.61,-2.59,-4.2,58100,57888,0.97,3379629,2.44,100.0,59.56,58.03,57.12,56.85,56.3,47.57,68.02,Financial Services,Banks - Regional,NMS,0,0,0,1,0,0,0,33,36,49,47,38,38,26,46,45,7,52,61
2383,PHM,"PulteGroup, Inc.",21646116864,108.0,112.84,-4.84,-4.29,2495900,1975590,1.26,206155498,3.15,65.94,108.0,105.12,107.33,108.46,108.7,88.07,149.47,Consumer Cyclical,Residential Construction,NYQ,1,0,0,0,1,0,0,48,36,31,24,80,71,57,41,33,8,140,21
2384,SOHU,Sohu.com Limited,442562688,14.72,14.22,0.5,3.52,131200,98190,1.33,1165046,3.53,42.16,13.03,12.11,12.2,12.31,12.15,7.79,17.24,Communication Services,Electronic Gaming & Multimedia,NMS,1,0,0,1,1,0,0,100,36,12,25,38,38,34,46,38,2,104,87
2385,RRBI,"Red River Bancshares, Inc.",425457600,63.66,64.06,-0.4,-0.62,49800,14518,3.38,856096,2.13,29.8,61.13,58.33,55.42,54.72,53.4,46.33,64.65,Financial Services,Banks - Regional,NMS,0,0,0,0,1,0,0,71,36,60,39,38,38,26,46,45,7,52,61
2386,ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,423583168,14.42,14.44,-0.02,-0.17,47300,65044,0.7,907511,0.77,41.67,14.33,14.03,13.75,13.64,13.49,11.03,15.35,Financial Services,Asset Management,NYQ,0,0,1,1,1,0,0,5,36,56,47,38,38,26,46,45,7,79,82
2387,MXF,"The Mexico Fund, Inc.",246583712,17.1,17.17,-0.07,-0.41,34600,59022,0.59,986666,1.34,56.25,17.26,16.73,15.54,15.35,14.92,12.99,17.94,Financial Services,Asset Management,NYQ,0,0,0,0,0,0,0,10,36,51,14,28,38,26,46,45,7,79,82
2388,AMH,American Homes 4 Rent,14960384000,35.49,35.91,-0.42,-1.17,2117500,2169484,0.75,79744195,1.66,36.36,35.96,36.31,36.26,36.16,36.22,31.68,41.41,Real Estate,REIT - Residential,NYQ,0,0,1,0,0,0,0,19,36,63,37,51,22,19,55,52,13,118,133
2389,CVCO,"Cavco Industries, Inc.",3501394432,432.87,452.5,-19.63,-4.34,263200,166946,1.58,73653249,3.34,68.58,440.68,451.49,463.75,457.91,463.41,351.28,549.99,Consumer Cyclical,Residential Construction,NMS,0,0,0,1,0,0,0,43,36,87,75,66,79,9,38,69,8,140,21
2390,PFIS,Peoples Financial Services Corp.,510229440,51.05,52.09,-1.04,-2.0,82500,28430,2.85,1413783,2.45,46.33,50.7,49.05,47.45,46.93,46.17,38.9,59.7,Financial Services,Banks - Regional,NMS,1,0,0,0,0,0,0,57,36,53,47,38,38,26,46,45,7,52,61
2391,VGM,Invesco Trust for Investment Grade Municipals,522254176,9.63,9.67,-0.04,-0.41,149800,318740,0.46,3031950,0.65,50.13,9.57,9.55,9.6,9.58,9.58,9.28,10.7,Financial Services,Asset Management,NYQ,0,0,1,1,1,0,0,48,36,60,57,70,55,37,52,40,7,79,82
2392,CRD-A,Crawford & Company,506020864,10.43,10.82,-0.39,-3.6,73500,64820,0.98,692743,3.73,43.64,10.68,10.69,10.82,10.78,10.81,8.65,12.74,Financial Services,Insurance Brokers,NYQ,0,0,0,0,0,0,0,10,36,58,47,16,38,26,29,45,7,138,131
2393,ACIC,American Coastal Insurance Corporation,520282592,10.76,10.81,-0.05,-0.46,215000,260234,0.8,2852447,2.45,33.33,10.83,10.95,11.31,11.27,11.39,8.82,15.08,Financial Services,Insurance - Property & Casualty,NCM,0,0,0,1,0,0,0,24,36,75,79,90,58,15,26,56,7,59,143
2394,OPT,Opthea Limited,524819488,3.41,3.41,0.0,0.0,0,0,0.0,0,0.0,,3.41,3.44,3.58,3.57,3.6,2.02,6.3,Healthcare,Biotechnology,NMS,0,0,0,1,0,0,0,29,36,68,47,4,38,26,33,51,9,62,67
2395,PGC,Peapack-Gladstone Financial Corporation,518065632,29.21,30.25,-1.04,-3.44,79300,79540,1.0,2255090,2.5,51.69,29.04,28.55,29.0,28.96,29.01,23.96,37.88,Financial Services,Banks - Regional,NMS,0,0,0,1,1,0,0,62,36,51,47,21,38,26,36,45,7,52,61
2396,FACT,N/A,250511456,10.3,10.27,0.03,0.29,58000,62260,0.93,636369,0.12,0.0,10.27,10.22,0.0,0.0,0.0,9.85,10.32,N/A,N/A,NGM,0,0,1,1,0,0,0,29,36,68,47,38,38,26,46,45,10,87,94
2397,MBCN,Middlefield Banc Corp.,240981088,29.82,30.43,-0.61,-2.0,7500,9356,0.8,277480,3.09,10.21,30.26,29.34,27.86,27.5,26.87,22.32,34.0,Financial Services,Banks - Regional,NCM,0,0,0,1,0,1,0,10,36,60,35,21,38,26,46,45,7,52,61
2398,PX,"P10, Inc.",1212060544,10.81,10.9,-0.09,-0.83,603500,866276,0.7,9025286,2.93,56.1,10.46,10.58,11.09,11.07,11.27,8.57,14.28,Financial Services,Asset Management,NYQ,0,0,0,1,0,0,0,90,36,75,88,50,89,32,20,68,7,79,82
2399,BELFA,Bel Fuse Inc.,1232521088,89.16,91.56,-2.4,-2.62,4200,8336,0.46,645670,2.31,86.67,86.64,79.88,78.74,79.13,77.19,53.95,106.93,Technology,Electronic Components,NMS,0,0,0,0,1,1,0,48,36,27,47,38,38,26,46,45,1,15,24
