#,Ticker,Company Name,Market Cap,Close,Previous Close,Change,% Change,Volume,Avg Volume,Relative Volume,Avg Dollar Volume,ADR %,Relative Measured Volatility,21 EMA,50 EMA,150 EMA,200 EMA,200 EMA 1M,52 Week Low,52 Week High,Sector,Industry,Exchange,Pocket Pivot,RS New High,Tight Range,Inside Day,Think 40,Episodic Pivot,RS Score,RS STS %,RS Rating,RS Rating 3M,RS Rating 6M,RS Rating 1Y,AS Rating 1M,AS Rating 3M,AS Rating 6M,AS Rating 1Y,Sector Rank,Industry Rank,Industry Rank By AS
1850,SAM,"The Boston Beer Company, Inc.",2084966784,190.17,187.06,3.11,1.66,316300,191962,1.65,42892493,3.15,5.56,208.16,222.04,244.78,252.79,262.5,185.34,329.55,Consumer Defensive,Beverages - Brewers,NYQ,0,0,0,0,0,0,-29,10,5,18,36,26,2,5,6,9,9,102,147
1851,YELP,Yelp Inc.,2194901760,34.38,34.18,0.2,0.59,1069000,797688,1.34,29094225,2.34,19.18,35.57,36.19,36.59,36.76,36.97,32.28,41.72,Communication Services,Internet Content & Information,NYQ,0,0,0,0,0,0,-7,14,23,60,54,24,5,18,27,29,5,57,62
1852,BANC,"Banc of California, Inc.",2219458048,14.07,14.1,-0.03,-0.21,2265300,2117436,1.07,28927289,2.13,21.95,13.83,13.81,14.11,14.11,14.19,11.52,18.08,Financial Services,Banks - Regional,NYQ,0,0,0,0,0,0,2,33,51,60,71,30,54,46,32,66,7,55,76
1853,NWL,Newell Brands Inc.,2272157440,5.44,5.2,0.24,4.62,13826900,10029210,1.27,53129292,4.43,34.21,5.38,5.51,6.43,6.68,6.97,4.22,11.78,Consumer Defensive,Household & Personal Products,NMS,1,0,0,1,0,0,-21,33,10,21,90,12,48,10,3,25,9,83,113
1854,VCEL,Vericel Corporation,2100813312,41.73,41.66,0.07,0.17,1134900,508138,2.04,21056101,4.09,25.0,42.22,42.73,45.94,46.39,47.27,37.39,63.0,Healthcare,Biotechnology,NGM,1,0,0,1,0,0,-11,5,18,31,86,74,47,20,12,27,11,93,75
1855,ASGN,ASGN Incorporated,2197007872,50.16,50.24,-0.08,-0.16,872600,520502,1.68,27544268,2.61,33.99,51.55,54.66,66.59,70.52,74.71,47.64,105.67,Technology,Information Technology Services,NYQ,0,0,0,0,0,0,-34,5,3,10,21,35,13,5,5,7,1,65,78
1856,PAX,Patria Investments Limited,2168789248,13.72,13.77,-0.05,-0.36,1310800,623800,1.43,7701794,2.02,54.72,13.44,12.68,11.92,11.87,11.5,9.43,14.12,Financial Services,Asset Management,NMS,0,0,1,1,0,0,22,29,81,43,24,19,72,83,85,67,7,77,85
1857,REVG,"REV Group, Inc.",2271031040,46.54,45.72,0.82,1.79,1103300,750316,1.47,29274970,2.6,24.7,43.17,39.68,34.65,33.08,30.76,21.54,46.73,Industrials,Farm & Heavy Construction Machinery,NYQ,1,0,0,1,1,1,60,95,94,90,90,97,95,93,94,93,6,31,10
1858,MAG,MAG Silver Corp.,2156511488,20.71,21.52,-0.81,-3.76,1013600,2042052,0.48,39065993,2.36,9.23,20.62,19.06,16.83,16.21,15.15,11.29,21.83,Basic Materials,Silver,ASE,0,0,1,0,0,0,45,24,92,92,76,80,85,89,94,92,8,1,1
1859,SOC,Sable Offshore Corp.,2278555136,22.92,22.29,0.63,2.83,6972200,2565366,2.61,65605890,6.67,13.47,23.5,24.06,23.28,22.51,22.31,13.66,35.0,Energy,Oil & Gas Drilling,NYQ,1,0,0,1,0,1,6,29,59,95,91,89,3,13,57,88,12,147,60
1860,TSLX,"Sixth Street Specialty Lending, Inc.",2233533952,23.77,23.5,0.27,1.15,997400,492536,2.02,10841355,1.41,42.07,22.88,22.23,21.21,20.86,20.39,18.58,23.83,Financial Services,Asset Management,NYQ,1,0,0,1,1,0,17,86,76,79,60,70,68,66,82,71,7,77,85
1861,TRN,"Trinity Industries, Inc.",2216609536,26.98,27.16,-0.18,-0.66,2951600,549596,5.37,14208189,1.95,13.04,26.27,26.47,28.82,29.24,29.91,23.01,39.83,Industrials,Railroads,NYQ,0,0,0,1,1,0,-11,71,18,31,78,81,67,25,15,30,6,62,58
1862,FRME,First Merchants Corporation,2253565696,38.65,38.03,0.62,1.63,1386400,292098,2.94,10768110,2.54,28.57,37.07,37.3,37.97,37.71,37.9,32.28,46.13,Financial Services,Banks - Regional,NMS,1,0,0,0,0,0,5,86,57,81,76,54,59,27,40,73,7,55,76
1863,IVT,InvenTrust Properties Corp.,2139319936,27.58,27.71,-0.13,-0.47,644600,379874,1.7,10593279,1.65,38.37,27.84,27.97,28.22,28.05,28.09,24.2,31.65,Real Estate,REIT - Retail,NYQ,0,0,1,1,0,0,0,10,42,72,73,54,20,24,35,64,13,105,107
1864,CXM,"Sprinklr, Inc.",2125059968,8.21,8.4,-0.19,-2.26,7995500,1949454,4.1,15938299,3.83,55.06,8.29,8.25,8.42,8.63,8.69,6.75,10.27,Technology,Software - Application,NYQ,0,0,0,0,0,0,-3,5,31,36,30,6,17,29,32,25,1,59,94
1865,BTDR,Bitdeer Technologies Group,2181902080,11.09,11.21,-0.12,-1.07,15673700,5109508,3.06,62233187,7.16,10.61,12.26,12.35,12.3,12.05,11.95,5.4,26.99,Technology,Software - Application,NCM,0,0,0,0,0,0,11,10,68,32,98,76,1,82,2,67,1,59,94
1866,NBTB,NBT Bancorp Inc.,2194240000,41.89,41.72,0.17,0.41,490700,289762,1.27,12158629,2.07,2.84,41.28,41.77,42.94,42.8,43.17,37.31,52.44,Financial Services,Banks - Regional,NMS,0,0,0,0,0,0,-1,38,35,65,81,64,45,31,25,64,7,55,76
1867,GCMG,GCM Grosvenor Inc.,2130431872,11.4,11.48,-0.08,-0.7,1220800,476676,2.03,5794080,2.39,18.75,11.89,12.21,12.21,11.97,11.96,9.58,14.48,Financial Services,Asset Management,NGM,0,0,0,0,0,0,-1,5,35,89,81,79,6,11,37,70,7,77,85
1868,TWST,Twist Bioscience Corporation,2152785408,35.93,36.94,-1.01,-2.73,1563200,1163934,1.24,39021836,5.46,51.01,34.28,34.64,38.68,39.35,40.57,27.12,60.9,Healthcare,Diagnostics & Research,NMS,0,0,0,1,0,0,-18,71,12,36,76,98,95,13,12,16,11,108,24
1869,NATL,NCR Atleos Corporation,2238888192,29.55,30.48,-0.93,-3.05,953900,400498,2.38,10968457,2.77,100.0,28.15,27.64,28.03,27.96,27.98,22.3,35.5,Technology,Software - Application,NYQ,0,0,0,0,1,0,3,86,53,41,87,91,85,70,25,51,1,59,94
1870,RAMP,"LiveRamp Holdings, Inc.",2128482304,32.7,32.75,-0.05,-0.15,810400,579128,1.4,17403831,2.41,12.32,31.8,30.58,29.61,29.59,28.99,21.45,36.08,Technology,Software - Infrastructure,NYQ,1,0,0,0,0,0,19,33,78,29,57,28,43,84,68,56,1,30,56
1871,TRMK,Trustmark Corporation,2224366080,36.78,36.43,0.35,0.96,981500,312578,1.74,10797887,1.93,20.49,34.95,34.64,34.25,33.76,33.54,28.76,40.73,Financial Services,Banks - Regional,NMS,1,0,0,1,1,0,14,100,72,78,81,80,73,64,63,76,7,55,76
1872,APPN,Appian Corporation,2105852416,29.0,28.37,0.63,2.22,711300,597320,1.11,18278604,3.18,12.03,29.88,30.43,31.66,32.21,32.65,24.0,43.33,Technology,Software - Infrastructure,NGM,0,0,0,1,0,0,-7,19,23,28,44,7,9,33,22,33,1,30,56
1873,PRDO,Perdoceo Education Corporation,2161387264,32.98,32.38,0.59,1.84,1377400,601128,1.56,18439496,2.75,34.03,32.17,30.73,27.77,26.75,25.46,20.32,34.6,Consumer Defensive,Education & Training Services,NMS,1,0,0,0,0,0,40,38,90,83,86,90,45,88,87,89,9,25,129
1874,LZMH,LZ Technology Holdings Limited,2379895552,15.65,15.5,0.15,0.97,683800,626898,1.09,9081862,31.25,38.96,17.23,15.49,0.0,0.0,0.0,4.4,32.1,Technology,Information Technology Services,NCM,0,0,0,0,0,0,161,24,98,96,44,44,0,97,99,98,1,65,78
1875,RXRX,"Recursion Pharmaceuticals, Inc.",2197260032,5.03,5.4,-0.37,-6.85,46491700,24043886,1.93,118461873,8.49,47.93,4.99,5.09,5.94,6.25,6.52,3.79,12.36,Healthcare,Biotechnology,NMS,0,0,0,0,0,1,-25,38,7,13,15,58,87,10,10,7,11,93,75
1876,KNSA,"Kiniksa Pharmaceuticals International, plc",2078201472,28.04,28.49,-0.45,-1.58,8685900,816608,6.99,22070289,3.81,16.92,28.21,26.7,24.05,23.45,22.28,17.38,30.69,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0,0,0,1,0,0,30,5,86,81,34,66,59,82,92,86,11,64,106
1877,AIN,Albany International Corp.,2099375872,69.51,69.18,0.33,0.48,686300,276080,2.37,18397442,1.88,42.55,68.04,67.81,71.95,73.77,75.08,57.71,95.47,Consumer Cyclical,Textile Manufacturing,NYQ,1,0,0,0,1,0,-9,48,21,22,21,26,66,47,26,21,10,143,13
1878,KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",2129296384,12.59,12.5,0.09,0.72,279200,334200,0.84,4027398,1.45,42.86,12.32,12.18,11.89,11.64,11.48,9.72,13.69,Financial Services,Asset Management,NYQ,1,0,1,1,1,0,11,29,68,86,83,85,67,35,67,77,7,77,85
1879,VCYT,"Veracyte, Inc.",2144253696,27.38,26.81,0.57,2.13,3600300,1032344,3.49,29593831,3.49,68.57,27.2,28.6,31.63,31.74,32.8,19.73,47.32,Healthcare,Diagnostics & Research,NGM,1,0,0,0,0,0,-10,43,20,67,92,33,50,16,8,69,11,108,24
1880,VSH,"Vishay Intertechnology, Inc.",2163441920,15.96,15.69,0.27,1.72,3916900,1781792,2.2,24891956,2.97,25.05,15.21,14.81,15.73,16.35,16.6,10.35,24.69,Technology,Semiconductors,NYQ,1,0,0,0,1,0,-9,81,21,26,16,26,87,35,33,15,1,21,4
1881,OII,"Oceaneering International, Inc.",2097405824,20.85,20.85,0.0,0.0,1890200,810890,2.33,15715838,3.34,34.38,20.6,20.23,21.62,22.07,22.38,15.46,30.98,Energy,Oil & Gas Equipment & Services,NYQ,1,0,0,1,0,0,-10,33,20,29,60,58,77,27,21,27,12,115,36
1882,ADUS,Addus HomeCare Corporation,2118104448,115.12,115.64,-0.52,-0.45,285600,170216,1.35,18680064,2.51,27.86,113.45,110.76,111.47,111.88,111.46,88.96,136.72,Healthcare,Medical Care Facilities,NMS,0,0,0,1,0,0,2,10,51,17,69,87,52,79,29,32,11,91,118
1883,IOSP,Innospec Inc.,2105879040,84.28,84.37,-0.09,-0.11,933400,197156,2.2,17098239,1.9,24.07,85.12,87.55,96.33,99.14,102.24,80.32,133.53,Basic Materials,Specialty Chemicals,NMS,0,0,1,0,0,0,-20,5,11,21,24,68,21,14,15,12,8,127,68
1884,DNLI,Denali Therapeutics Inc.,2048391680,14.1,14.49,-0.39,-2.69,4079300,1489926,1.55,21466257,5.04,42.77,14.27,14.54,17.22,18.17,19.02,10.57,33.33,Healthcare,Biotechnology,NMS,0,0,0,1,0,0,-26,14,7,6,18,52,64,24,8,10,11,93,75
1885,STRA,"Strategic Education, Inc.",2075377280,85.89,86.13,-0.24,-0.28,441800,188472,1.63,16078860,2.38,10.35,86.21,86.14,88.15,89.0,89.51,74.28,121.6,Consumer Defensive,Education & Training Services,NMS,0,0,0,0,0,0,-6,10,25,27,30,89,13,48,34,18,9,25,129
1886,MCW,"Mister Car Wash, Inc.",2004182016,6.14,6.17,-0.03,-0.49,3028300,1507784,1.81,10437410,3.31,37.18,6.48,6.86,7.21,7.25,7.44,5.84,8.6,Consumer Cyclical,Auto & Truck Dealerships,NMS,1,0,0,0,0,0,-16,5,14,79,36,28,4,5,23,23,10,44,61
1887,TDC,Teradata Corporation,2095552000,21.92,21.73,0.19,0.87,3200900,1083052,2.96,23748197,2.29,20.34,21.93,22.24,24.98,26.38,27.36,18.43,35.6,Technology,Software - Infrastructure,NYQ,1,0,0,0,0,0,-20,19,11,10,27,12,45,24,9,10,1,30,56
1888,SLVM,Sylvamo Corporation,2063419136,50.67,50.55,0.12,0.24,475000,314204,1.51,17352660,2.25,79.22,52.12,55.42,63.72,65.05,67.97,49.93,98.02,Basic Materials,Paper & Paper Products,NYQ,0,0,1,0,0,0,-30,5,5,29,80,93,8,4,6,15,8,146,120
1889,BCRX,"BioCryst Pharmaceuticals, Inc.",2023369856,9.36,9.66,-0.3,-3.11,7449100,4983206,1.49,49647192,3.83,100.0,10.11,9.77,8.75,8.45,8.02,6.02,11.31,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,0,0,1,0,0,0,27,5,84,83,81,56,3,80,85,87,11,64,106
1890,BUSE,First Busey Corporation,2077969280,23.22,23.42,-0.2,-0.85,1247600,538988,1.87,11866927,2.09,28.57,22.66,22.27,22.58,22.7,22.7,18.4,28.97,Financial Services,Banks - Regional,NMS,0,0,0,0,1,0,3,48,53,37,54,62,65,65,44,53,7,55,76
1891,GEL,"Genesis Energy, L.P.",2125280768,17.36,17.25,0.11,0.64,320100,505662,0.63,7932572,2.65,5.63,16.46,15.6,13.89,13.46,12.79,9.86,17.43,Energy,Oil & Gas Midstream,NYQ,0,0,1,1,1,0,32,100,87,93,14,92,83,71,97,75,12,81,70
1892,PK,Park Hotels & Resorts Inc.,2104862720,10.53,10.52,0.01,0.1,5773700,4399644,0.92,45220403,2.66,25.17,10.34,10.44,11.39,11.7,12.01,8.27,16.23,Real Estate,REIT - Hotel & Motel,NYQ,0,0,0,0,0,0,-14,48,15,15,52,68,44,33,13,18,13,140,39
1893,NAMS,NewAmsterdam Pharma Company N.V.,2084872448,18.57,18.45,0.12,0.65,1237000,775702,1.51,14737100,6.75,0.0,18.88,19.02,19.65,19.6,19.68,14.06,27.29,Healthcare,Biotechnology,NGM,0,0,0,1,0,0,-8,19,22,67,94,94,69,10,11,30,11,93,75
1894,HUBG,"Hub Group, Inc.",2067009792,34.07,33.67,0.4,1.19,640600,550502,1.01,18286327,2.14,14.72,33.48,34.07,37.55,38.55,39.69,30.75,53.21,Industrials,Integrated Freight & Logistics,NMS,0,0,1,0,0,0,-16,38,14,26,36,58,44,17,16,18,6,125,33
1895,COCO,"The Vita Coco Company, Inc.",2023692288,35.24,35.66,-0.42,-1.18,1049200,704854,1.25,23996149,2.87,26.72,34.93,34.43,33.58,32.99,32.61,23.56,40.32,Consumer Defensive,Beverages - Non-Alcoholic,NMS,0,0,0,1,0,0,17,33,76,57,87,71,26,78,44,74,9,46,131
1896,STNG,Scorpio Tankers Inc.,2087585280,40.4,40.92,-0.52,-1.27,1872600,894224,2.09,36003695,3.74,26.82,41.2,40.6,44.75,47.12,48.44,30.63,82.04,Energy,Oil & Gas Midstream,NYQ,1,0,0,1,0,0,-20,5,11,5,5,94,46,59,20,4,12,81,70
1897,BKV,BKV Corporation,2076202880,24.51,24.27,0.24,0.99,1325100,351962,3.76,7576222,2.56,30.68,23.26,22.04,21.09,0.0,0.0,15.0,26.78,Energy,Oil & Gas E&P,NYQ,1,0,0,1,1,0,23,76,82,67,79,44,86,78,73,80,12,122,27
1898,ROOT,"Root, Inc.",1965238912,128.25,127.8,0.45,0.35,681400,472164,1.44,65522126,6.87,3.65,136.45,136.15,117.49,108.17,101.28,34.04,181.14,Financial Services,Insurance - Property & Casualty,NMS,1,0,0,1,0,0,94,10,96,99,98,100,55,20,97,97,7,29,126
1899,FIVN,"Five9, Inc.",2039513216,26.74,26.65,0.09,0.34,12767500,2027228,3.25,53485808,3.79,43.41,27.21,27.49,31.48,33.75,35.11,21.04,49.9,Technology,Software - Infrastructure,NGM,1,0,0,1,0,0,-16,5,14,10,60,2,28,26,6,11,1,30,56
1900,KEN,Kenon Holdings Ltd.,2034379264,39.01,38.95,0.06,0.15,14800,21112,0.7,705636,1.59,51.51,36.76,34.85,32.11,31.08,29.79,23.31,39.69,Utilities,Utilities - Independent Power Producers,NYQ,0,0,0,0,1,0,0,81,42,50,44,44,37,41,52,47,3,5,18
1901,CLM,"Cornerstone Strategic Investment Fund, Inc.",2050333312,7.98,7.95,0.03,0.38,1080800,1833520,0.59,13283565,1.1,11.76,7.77,7.53,7.36,7.28,7.15,6.16,9.3,Financial Services,Asset Management,NYQ,0,0,1,1,1,0,15,10,74,65,81,70,74,73,60,72,7,77,85
1902,VICR,Vicor Corporation,2109414656,46.66,47.31,-0.65,-1.37,612300,241646,1.74,10609262,3.04,57.84,44.96,45.32,46.86,46.7,47.09,32.36,65.7,Technology,Electronic Components,NMS,1,0,0,0,0,0,9,81,65,87,84,7,80,27,31,82,1,15,7
1903,FBK,FB Financial Corporation,2079669632,45.4,45.27,0.13,0.29,350500,216360,1.62,9404986,1.79,16.09,44.06,44.24,45.72,45.53,45.92,38.0,58.88,Financial Services,Banks - Regional,NYQ,1,0,0,0,0,0,1,81,49,75,84,74,60,28,26,72,7,55,76
1904,AGM,Federal Agricultural Mortgage Corporation,2072728064,197.67,198.11,-0.44,-0.22,277300,112022,2.48,20987547,2.27,24.49,190.36,187.31,187.12,186.39,185.61,159.64,217.6,Financial Services,Credit Services,NYQ,0,0,0,0,1,0,8,81,62,65,66,60,70,59,59,62,7,19,35
1905,KWR,Quaker Chemical Corporation,2035932672,115.15,115.89,-0.74,-0.64,548300,166376,3.3,18209319,2.99,28.79,113.45,112.99,126.06,132.22,136.32,95.91,193.74,Basic Materials,Specialty Chemicals,NYQ,0,0,0,0,0,0,-19,38,11,18,8,19,70,17,20,12,8,127,68
1906,PRM,"Perimeter Solutions, Inc.",2065251200,13.98,13.94,0.04,0.29,2131200,1002052,2.13,12024598,2.57,21.43,13.13,12.25,11.49,11.2,10.77,7.49,14.44,Basic Materials,Specialty Chemicals,NYQ,1,0,0,0,1,0,34,86,88,65,95,90,90,90,68,93,8,127,68
1907,PPBI,"Pacific Premier Bancorp, Inc.",2069536640,21.06,21.33,-0.27,-1.27,2711200,976906,2.49,20411130,2.4,79.59,21.01,21.13,22.1,22.33,22.63,18.06,30.28,Financial Services,Banks - Regional,NMS,0,0,0,0,0,0,-4,19,29,34,60,28,24,47,25,50,7,55,76
1908,GTX,Garrett Motion Inc.,2126092416,10.5,10.29,0.21,2.04,24632700,2621240,6.78,27450125,2.7,33.8,10.29,10.19,9.56,9.38,9.19,7.02,12.08,Consumer Cyclical,Auto Parts,NMS,1,0,0,0,0,1,27,48,84,39,57,35,26,87,82,72,10,43,74
1909,CENT,Central Garden & Pet Company,2040059904,35.36,35.07,0.29,0.83,162600,107434,1.14,3774439,1.95,12.62,35.2,35.42,36.23,36.51,36.79,31.97,43.88,Consumer Defensive,Packaged Foods,NMS,1,0,1,0,0,0,-5,24,27,31,54,60,21,32,29,28,9,133,134
1910,OSW,OneSpaWorld Holdings Limited,2098099712,20.43,20.49,-0.06,-0.29,1573800,598424,2.22,11131920,2.79,15.56,19.48,18.96,18.39,18.04,17.73,14.21,23.01,Consumer Cyclical,Leisure,NCM,1,0,0,1,1,0,22,95,81,70,86,85,77,84,62,80,10,69,38
1911,ABR,"Arbor Realty Trust, Inc.",2029209728,10.56,10.74,-0.18,-1.68,3781600,3854180,0.98,39132553,2.73,34.21,10.31,10.44,11.3,11.51,11.79,8.43,15.94,Real Estate,REIT - Mortgage,NYQ,0,0,1,1,0,0,-15,43,15,31,52,66,76,18,18,21,13,107,64
1912,AVDX,"AvidXchange Holdings, Inc.",2023171968,9.79,9.8,-0.01,-0.1,3029700,5003738,0.38,48145607,0.3,0.0,9.72,9.41,9.31,9.41,9.33,6.6,12.93,Technology,Software - Infrastructure,NMS,0,0,1,1,0,0,7,5,60,19,54,54,43,77,35,21,1,30,56
1913,EFSC,Enterprise Financial Services Corp,2061586432,55.73,55.78,-0.05,-0.09,418500,176884,2.09,9317785,1.92,94.79,53.54,53.15,53.09,52.38,52.21,38.88,63.13,Financial Services,Banks - Regional,NMS,0,0,0,0,1,0,13,95,71,84,84,35,69,56,47,85,7,55,76
1914,WMK,"Weis Markets, Inc.",1940181504,72.13,71.84,0.29,0.4,139300,143974,0.97,11270271,2.11,9.2,74.58,76.03,74.22,72.97,72.67,61.58,90.23,Consumer Defensive,Grocery Stores,NYQ,0,0,1,1,0,0,4,5,55,84,58,36,9,20,69,65,9,89,145
1915,TGI,"Triumph Group, Inc.",2004272640,25.79,25.73,0.06,0.23,2074800,1409164,1.47,36094333,0.33,25.0,25.76,25.51,23.16,22.01,21.17,11.01,25.96,Industrials,Aerospace & Defense,NYQ,0,0,1,1,0,0,43,5,91,96,84,88,31,49,92,91,6,9,20
1916,DBD,"Diebold Nixdorf, Incorporated",2065538048,55.43,54.59,0.84,1.54,886000,183648,4.79,9023233,1.8,47.37,51.47,48.9,45.61,44.47,42.95,34.38,55.55,Technology,Software - Application,NYQ,1,1,0,0,1,0,32,100,87,77,76,92,89,86,88,86,1,59,94
1917,KULR,"KULR Technology Group, Inc.",238749376,6.25,5.19,1.06,20.42,12092300,2229282,4.65,18556968,13.94,70.83,7.71,9.13,10.08,9.65,10.02,1.6,43.92,Technology,Electronic Components,ASE,1,0,0,0,0,1,21,14,80,99,100,44,1,1,0,94,1,15,7
1918,CPRI,Capri Holdings Limited,2073086336,17.58,17.53,0.05,0.29,18916700,3253720,5.78,54687210,3.73,40.79,17.23,17.4,20.73,22.67,23.87,11.86,43.34,Consumer Cyclical,Luxury Goods,NYQ,1,0,0,1,0,0,-29,38,5,10,2,7,13,10,21,6,10,35,139
1919,FSM,Fortuna Mining Corp.,1966194176,6.36,6.63,-0.27,-4.07,16029900,16639298,0.94,104469976,4.22,9.26,6.55,6.28,5.64,5.44,5.16,3.86,7.55,Basic Materials,Gold,NYQ,0,0,0,1,0,0,22,14,81,94,44,95,82,56,93,76,8,6,79
1920,ACHC,"Acadia Healthcare Company, Inc.",2017476096,21.9,22.06,-0.16,-0.7,2804800,2545590,0.85,59017720,4.33,0.0,22.05,23.82,33.17,37.56,41.03,20.36,82.41,Healthcare,Medical Care Facilities,NMS,0,0,0,1,0,0,-47,29,1,3,1,21,15,3,4,1,11,91,118
1921,SBLK,Star Bulk Carriers Corp.,1999290880,17.12,17.09,0.03,0.18,2504700,1335820,1.87,21566581,2.36,3.7,16.67,16.17,16.33,16.67,16.65,12.06,25.25,Industrials,Marine Shipping,NMS,1,0,0,1,0,0,-3,48,31,23,6,85,73,63,79,15,6,136,92
1922,NN,NextNav Inc.,1996548864,15.07,15.08,-0.01,-0.07,2419200,1198052,1.44,15695627,5.38,15.72,13.79,13.15,12.33,11.85,11.51,6.47,18.54,Technology,Software - Infrastructure,NCM,1,0,0,1,1,1,47,86,92,94,98,97,94,77,59,93,1,30,56
1923,LFST,"LifeStance Health Group, Inc.",2002711424,5.15,5.08,0.07,1.38,5233700,1853498,2.45,10590724,3.76,39.29,5.35,5.8,6.46,6.57,6.83,4.76,8.61,Healthcare,Medical Care Facilities,NMS,1,0,0,1,0,0,-19,33,11,70,73,6,4,4,10,54,11,91,118
1924,USA,Liberty All-Star Equity Fund,1995620096,6.77,6.72,0.05,0.74,811800,712348,1.14,4653530,1.06,100.0,6.66,6.6,6.55,6.52,6.48,5.64,7.49,Financial Services,Asset Management,NYQ,0,0,1,0,0,0,5,24,57,50,64,70,54,60,58,57,7,77,85
1925,CGON,"CG Oncology, Inc.",1978046464,25.95,26.07,-0.12,-0.46,1279900,1350694,0.62,33876321,4.32,27.6,25.96,25.57,27.36,28.42,28.91,14.8,40.47,Healthcare,Biotechnology,NMS,0,0,1,1,0,0,-11,5,18,21,9,13,26,31,32,22,11,93,75
1926,PLUS,ePlus inc.,1942027008,73.21,73.18,0.03,0.04,745200,177280,2.27,12075895,2.23,42.7,71.21,68.85,70.94,72.22,72.33,53.83,106.98,Technology,Software - Application,NMS,1,0,0,0,1,0,3,29,53,20,20,62,58,78,47,48,1,59,94
1927,PACS,"PACS Group, Inc.",2015762176,12.99,12.85,0.14,1.09,1405400,605778,2.32,6644764,4.73,10.86,11.66,11.16,14.4,16.14,17.19,8.28,43.92,Healthcare,Medical Care Facilities,NYQ,0,0,0,1,0,1,-17,86,13,3,1,86,97,80,47,3,11,91,118
1928,OXLC,Oxford Lane Capital Corp.,1993823872,4.14,4.08,0.06,1.47,3697300,5157606,0.72,22543063,1.9,27.81,4.22,4.33,4.41,4.4,4.44,3.91,5.68,Financial Services,Asset Management,NGM,0,0,0,1,0,0,-7,24,23,57,67,83,12,22,29,30,7,77,85
1929,LBRT,Liberty Energy Inc.,1880285824,11.61,11.58,0.03,0.26,4490500,2981654,1.51,36059797,5.11,0.0,12.29,12.57,14.73,15.46,16.13,9.5,24.43,Energy,Oil & Gas Equipment & Services,NYQ,0,0,0,1,0,0,-34,10,3,21,29,80,19,3,6,8,12,115,36
1930,CTRI,"Centuri Holdings, Inc.",1962693248,22.14,22.46,-0.32,-1.42,1515400,739310,1.95,15003713,3.59,26.42,21.48,20.46,19.66,19.77,19.3,14.46,24.6,Utilities,Utilities - Regulated Gas,NYQ,0,0,1,1,0,0,22,38,81,18,54,60,76,89,74,24,3,49,124
1931,DBRG,"DigitalBridge Group, Inc.",1923283584,10.27,10.2,0.07,0.69,7964200,2986178,1.26,30709584,3.56,54.79,10.37,10.14,10.68,11.14,11.28,6.41,17.33,Financial Services,Asset Management,NYQ,1,0,1,0,0,0,-5,10,27,9,6,12,9,76,37,17,7,77,85
1932,MSGE,Madison Square Garden Entertainment Corp.,1909311744,40.5,40.23,0.27,0.67,1395700,309444,4.51,11398113,2.31,6.65,38.36,36.82,35.98,36.04,35.56,28.29,44.14,Consumer Cyclical,Leisure,NYQ,1,0,0,1,1,0,16,90,75,36,21,33,83,81,85,66,10,69,38
1933,BLTE,"Belite Bio, Inc",1921444992,59.04,59.9,-0.86,-1.44,31500,31474,1.0,1945071,3.19,27.8,61.05,61.52,60.48,59.14,58.64,43.7,86.53,Healthcare,Biotechnology,NCM,0,0,1,1,0,0,0,5,42,50,44,52,7,13,38,41,11,93,75
1934,SEM,Select Medical Holdings Corporation,1962790528,15.27,15.01,0.26,1.73,3252900,1424590,2.28,21741219,2.78,13.19,15.11,15.49,16.72,16.93,17.32,14.03,22.08,Healthcare,Medical Care Facilities,NYQ,1,0,0,1,0,0,-14,24,15,36,73,87,46,16,18,21,11,91,118
1935,QDEL,QuidelOrtho Corporation,1952359936,28.87,28.7,0.17,0.59,10812400,1687180,6.37,50597514,3.97,15.97,29.3,30.46,34.82,36.74,38.38,23.77,49.45,Healthcare,Medical Devices,NMS,1,0,1,0,0,0,-24,19,8,22,36,2,11,8,7,22,11,103,80
1936,AGIO,"Agios Pharmaceuticals, Inc.",1947682944,33.47,33.65,-0.18,-0.53,490000,558588,0.77,17437491,4.08,15.79,33.28,32.13,33.98,34.71,34.88,23.42,62.58,Healthcare,Biotechnology,NMS,0,0,0,1,0,0,-7,14,23,21,36,97,69,69,43,16,11,93,75
1937,IHS,IHS Holding Limited,1865496704,5.56,5.45,0.11,2.02,713200,1026806,0.69,5733121,3.75,17.54,5.66,5.44,4.64,4.47,4.19,2.44,6.3,Communication Services,Telecom Services,NYQ,0,0,1,1,0,0,48,10,92,97,21,7,55,57,97,90,5,47,66
1938,HTH,Hilltop Holdings Inc.,1957374720,30.35,30.51,-0.16,-0.52,850000,373474,2.28,11127801,1.72,7.35,29.93,29.88,30.05,30.11,30.17,26.67,35.32,Financial Services,Financial Conglomerates,NYQ,0,0,0,0,0,0,2,24,51,65,26,33,49,46,67,51,7,67,69
1939,PROK,ProKidney Corp.,1758186112,0.67,0.72,-0.05,-7.46,12357300,1085426,8.59,832440,16.97,16.07,0.77,0.83,1.18,1.39,1.52,0.46,2.59,Healthcare,Biotechnology,NCM,1,0,0,1,0,1,-51,14,1,2,17,27,9,3,1,1,11,93,75
